PlotNumber Species Cover
0003021 ALNURUB-2 5
0003021 OPLOHOR-4 5
0003021 THUJPLI-1 2
0003021 SAMBRAC-4 6
0003021 SPHAGIR-9 1
0003021 BLECSPI-5 2
0003021 ATHYFIL-5 0.200000002980232
0003021 RHYTLOR-9 18
0003021 PLAGINS-9 5
0003021 POLYALI1-9 3
0003021 DRYOEXP-5 25
0003021 POLYBRA-5 0.100000001490116
0003021 TIARTRI-7 2
0003021 LYSIAME-7 0.5
0003021 CONOCON-10 15
0003021 PICESIT-1 26
0003021 TSUGHET-1 23
0003021 HOOKLUC-9 2
0003021 HYLOSPL-9 8
0003021 VACCALA-4 2
0003021 RHIZGLB-9 18
0003021 PLAGPOR-10 5
0003022 RHIZGLB-9 16
0003022 PICESIT-1 4
0003022 PELLNEE-10 5
0003022 HYLOSPL-9 8
0003022 POLYALI1-9 3
0003022 POLYCOM-9 2
0003022 BLECSPI-5 15
0003022 Buckund-10 3
0003022 PLAGPOR-10 5
0003022 RUBUSPE-4 0.800000011920929
0003022 ABIEAMA-1 18
0003022 DRYOEXP-5 0.300000011920929
0003022 TSUGHET-1 66
0003022 VACCALA-4 0.300000011920929
0003022 PLAGINS-9 3
0003022 RHYTLOR-9 23
0003022 HOOKLUC-9 2
0003023 Buckund-10 3
0003023 VACCPAR-4 0.100000001490116
0003023 CORNCAN-7 0.100000001490116
0003023 BLECSPI-5 4
0003023 RHIZGLB-9 15
0003023 OPLOHOR-4 0.100000001490116
0003023 THUJPLI-1 8
0003023 RHYTLOR-9 31
0003023 ABIEAMA-1 17
0003023 HOOKLUC-9 1
0003023 DRYOEXP-5 0.5
0003023 TSUGHET-1 52
0003023 POLYCOM-9 1
0003023 VACCALA-4 5
0003023 HYLOSPL-9 20
0003024 BLECSPI-5 3
0003024 RHYTLOR-9 35
0003024 HYLOSPL-9 15
0003024 DRYOEXP-5 6
0003024 PHEGCON-5 0.100000001490116
0003024 TSUGHET-1 55
0003024 OPLOHOR-4 2
0003024 Buckund-10 2
0003024 PLAGINS-9 3
0003024 RUBUSPE-4 3
0003024 SAMBRAC-4 0.100000001490116
0003024 HOOKLUC-9 1
0003024 THUJPLI-1 4
0003024 PICESIT-1 8
0003024 ABIEAMA-1 4
0003024 RHIZGLB-9 18
0003024 POLYALI1-9 1
0003024 VACCALA-4 4
0003024 RUBUPED-7 0.5
0003025 HYLOSPL-9 10
0003025 OPLOHOR-4 0.5
0003025 SAMBRAC-4 2
0003025 DRYOEXP-5 20
0003025 POLYALI1-9 5
0003025 RHYTLOR-9 25
0003025 POLYCOM-9 3
0003025 Buckund-10 2
0003025 RUBUSPE-4 0
0003025 RHIZGLB-9 10
0003025 BLECSPI-5 4
0003025 TSUGHET-1 75
0003025 VACCPAR-4 0.100000001490116
0003025 VACCALA-4 1
0003026 RUBUSPE-4 3
0003026 PLAGINS-9 0.5
0003026 ATHYFIL-5 0.200000002980232
0003026 BLECSPI-5 6
0003026 RHYTLOR-9 43
0003026 EURHORE-9 0.5
0003026 VACCALA-4 3
0003026 DICRFUS-9 0.200000002980232
0003026 TIARTRI2-7 1
0003026 ALNURUB-2 5
0003026 OPLOHOR-4 2
0003026 HYLOSPL-9 5
0003026 PHEGCON-5 0
0003026 CORNCAN-7 0.200000002980232
0003026 RHIZGLB-9 12
0003026 POLYALI1-9 5
0003026 TSUGHET-1 63
0003026 Buckund-10 8
0003026 LEUCACA-9 1
0003026 TIARTRI-7 3
0003026 HOOKLUC-9 5
0003026 DRYOEXP-5 15
0003026 LUZUPAR-6 0.100000001490116
0003026 CONOCON-10 0.100000001490116
0003027 TIARTRI-7 0.5
0003027 POLYCOM-9 3
0003027 HYLOSPL-9 3
0003027 RHIZGLB-9 5
0003027 Buckund-10 4
0003027 ABIEAMA-1 8
0003027 PELLNEE-10 0.5
0003027 POLYALI1-9 8
0003027 DRYOEXP-5 3
0003027 TSUGHET-1 70
0003027 HOOKLUC-9 3
0003027 RUBUSPE-4 2
0003027 VACCALA-4 2
0003027 OPLOHOR-4 1
0003027 SAMBRAC-4 0.200000002980232
0003027 CORNCAN-7 0.100000001490116
0003027 BLECSPI-5 4
0003027 RHYTLOR-9 32
0003028 VACCPAR-4 0.100000001490116
0003028 DRYOEXP-5 0
0003028 VACCALA-4 0.100000001490116
0003028 BLECSPI-5 0.100000001490116
0003028 TSUGHET-1 51
0003028 RHIZGLB-9 0.100000001490116
0003028 ABIEAMA-1 41
0003028 RHYTLOR-9 30
0003028 HYLOSPL-9 5
0003028 Buckund-10 5
0003029 RHYTLOR-9 33
0003029 DRYOEXP-5 0
0003029 TSUGHET-1 63
0003029 VACCALA-4 0.100000001490116
0003029 ABIEAMA-1 28
0003029 Buckund-10 0.5
0003029 RHIZGLB-9 1
0003029 SCAPBOL-10 1
0003029 HYLOSPL-9 5
0003029 BLECSPI-5 0
0003029 LYCOANN-5 15
0003030 RUBUPED-7 0.100000001490116
0003030 VACCALA-4 0.5
0003030 TSUGHET-1 58
0003030 RHIZGLB-9 2
0003030 RHYTLOR-9 48
0003030 Buckund-10 5
0003030 BLECSPI-5 0.600000023841858
0003030 RUBUSPE-4 0.100000001490116
0003030 HYLOSPL-9 15
0003030 ABIEAMA-1 36
0003030 VACCPAR-4 0.100000001490116
0003031 OPLOHOR-4 1
0003031 POLYMIN-7 0
0003031 POLYBRA-5 0.100000001490116
0003031 TSUGHET-1 27
0003031 RHYTLOR-9 23
0003031 THUJPLI-1 4
0003031 RHIZGLB-9 11
0003031 MAIADIL-7 0.100000001490116
0003031 POLYCOM-9 5
0003031 PLAGINS-9 2
0003031 DRYOEXP-5 5
0003031 ABIEAMA-1 6
0003031 TIARTRI-7 0.5
0003031 PICESIT-1 38
0003031 POLYALI1-9 2
0003031 Buckund-10 6
0003031 RUBUSPE-4 2
0003031 LUZUPAR-6 0
0003031 VACCALA-4 1
0003031 CONOCON-10 1
0003031 HOOKLUC-9 3
0003031 ALNURUB-2 15
0003031 BLECSPI-5 1
0003031 SAMBRAC-4 3
0003031 LYSIAME-7 0.300000011920929
0003032 DRYOEXP-5 0.100000001490116
0003032 TSUGHET-1 64
0003032 PICESIT-1 4
0003032 VACCALA-4 0.200000002980232
0003032 RHIZGLB-9 2
0003032 BLECSPI-5 0.5
0003032 POLYCOM-9 1
0003032 Buckund-10 8
0003032 THUJPLI-1 2
0003032 POLYALI1-9 0.5
0003032 ABIEAMA-1 16
0003032 RHYTLOR-9 15
0003032 HYLOSPL-9 5
0003033 PICESIT-1 20
0003033 RHYTLOR-9 15
0003033 RHIZGLB-9 2
0003033 VACCALA-4 0.200000002980232
0003033 THUJPLI-1 4
0003033 DRYOEXP-5 0.5
0003033 TSUGHET-1 55
0003033 BLECSPI-5 0.400000005960464
0003033 TIARTRI-7 0.200000002980232
0003033 HYLOSPL-9 5
0003033 ABIEAMA-1 16
0003033 POLYMIN-7 0.400000005960464
0003033 ATHYFIL-5 0.100000001490116
0003033 Buckund-10 8
0003034 POLYALI1-9 1
0003034 Buckund-10 10
0003034 TSUGHET-1 44
0003034 VACCPAR-4 0
0003034 THUJPLI-1 2
0003034 POLYMIN-7 0.100000001490116
0003034 ABIEAMA-1 26
0003034 HOOKLUC-9 3
0003034 SAMBRAC-4 0.100000001490116
0003034 PELLNEE-10 2
0003034 DRYOEXP-5 1
0003034 RHIZGLB-9 6
0003034 TIARTRI-7 0.200000002980232
0003034 BLECSPI-5 2
0003034 PECTPET-7 0
0003034 PLAGPOR-10 0.5
0003034 VACCALA-4 0.5
0003034 RHYTLOR-9 3
0003034 RUBUSPE-4 0.200000002980232
0003035 VACCPAR-4 0.100000001490116
0003035 RHYTLOR-9 14
0003035 Buckund-10 6
0003035 RUBUPED-7 0.100000001490116
0003035 BLECSPI-5 0.5
0003035 CORNCAN-7 0.100000001490116
0003035 TSUGHET-1 77
0003035 POLYALI1-9 2
0003035 THUJPLI-1 16
0003035 VACCALA-4 0.100000001490116
0003035 HYLOSPL-9 8
0003036 ATHYFIL-5 0
0003036 TSUGHET-1 11
0003036 TIARTRI-7 3
0003036 VACCALA-4 1
0003036 RUBUSPE-4 2
0003036 BLECSPI-5 4
0003036 OPLOHOR-4 4
0003036 THUJPLI-1 3
0003036 PLAGINS-9 5
0003036 PECTPET-7 0.100000001490116
0003036 POLYALI1-9 3
0003036 Buckund-10 5
0003036 SAMBRAC-4 1
0003036 PICESIT-1 65
0003036 HOOKLUC-9 5
0003036 DRYOEXP-5 30
0003036 RHYTLOR-9 16
0003036 GALITRF-7 0.200000002980232
0003036 PLAGPOR-10 2
0003036 CONOCON-10 3
0003051 KOELMAC-6 0.100000001490116
0003051 CERAARV-7 0.100000001490116
0003051 BROMCIL-6 0.200000002980232
0003051 VICIAME-7 0.5
0003051 TARAOFF-7 0.5
0003051 SYNTRUR-9 0.100000001490116
0003051 CASTMIN-7 1
0003051 SYMPALB-4 5
0003051 PRUNVIR-2 0.100000001490116
0003051 MAIARAC-7 0.100000001490116
0003051 ROSAACI-4 18
0003051 POA-6 2
0003051 POPUTRE-2 0.100000001490116
0003051 ELYMGLA-6 2
0003051 CALACAN-6 0.200000002980232
0003051 ACHNOCC-6 0.100000001490116
0003051 GENTAMA-7 0.100000001490116
0003051 LATHNEV-7 0.5
0003051 MAIASTE-7 0.100000001490116
0003051 PHLEPRA-6 0.200000002980232
0003051 ARABIS-7 0.100000001490116
0003051 FRAGVIR-7 0.100000001490116
0003051 ALLICER-7 0.100000001490116
0003051 GALIBOR-7 1
0003051 SCHIZAC-6 0.100000001490116
0003051 VIOLA-7 0.100000001490116
0003051 ELYMTRA2-6 0.5
0003051 EURYCON-7 10
0003051 ACHIMIL-7 0.200000002980232
0003051 THALOCC-7 0.5
0003051 AMELALN-4 25
0003051 CAREHAY-6 0.100000001490116
0003052 ELYMTRA2-6 0.100000001490116
0003052 WOODORE-5 0.100000001490116
0003052 PHLEPRA-6 0.100000001490116
0003052 SAXITRI-7 4
0003052 PINUCON2-1 3
0003052 POLEPUL-7 0.5
0003052 ALLICER-7 0.100000001490116
0003052 POLYDOU-7 0.100000001490116
0003052 POTEGRA-7 0.100000001490116
0003052 POLYJUN-9 1
0003052 AMELALN-4 0.800000011920929
0003052 MOSS-9 35
0003052 POPUTRE-2 1
0003052 TARAOFF-7 0.100000001490116
0003052 SEDULAN-7 0.300000011920929
0003052 CLADONI-11 20
0003052 AGROSCA-6 0.800000011920929
0003052 ACHIMIL-7 0.100000001490116
0003052 PELTIGE-11 8
0003052 FRAGVIR-7 0.100000001490116
0003052 DANTINT-6 0.100000001490116
0003052 CERAARV-7 0.100000001490116
0003052 ANTERAC-7 0.100000001490116
0003052 ROSAACI-4 0.100000001490116
0003052 PROSTRA-7 0.100000001490116
0003052 ACERGLA-4 0.100000001490116
0003053 POLYDOU-7 0.100000001490116
0003053 CAREMAL-6 7
0003053 MOEHLAT-7 0.100000001490116
0003053 ACHIMIL-7 0.5
0003053 POPUTRE-2 1
0003053 PHLEPRA-6 16
0003053 CASTMIN-7 1
0003053 ROSAACI-4 9
0003053 THALOCC-7 0.800000011920929
0003053 ELYMGLA-6 1
0003053 ANEMMUL-7 0.100000001490116
0003053 KOELMAC-6 0.100000001490116
0003053 EURYCON-7 5
0003053 PRUNVIR-2 2
0003053 CERAARV-7 0.100000001490116
0003053 SYMPALB-4 25
0003053 SYNTRUR-9 2
0003053 BROMCIL-6 0.200000002980232
0003053 ALLICER-7 4
0003053 FRAGVIR-7 0.100000001490116
0003053 VICIAME-7 2
0003053 CAREX-6 1
0003053 LATHNEV-7 23
0003053 ANTEMIC-7 0.100000001490116
0003053 AMELALN-4 19
0003053 SYMPFOL-7 0.100000001490116
0003053 GALIBOR-7 0.5
0003053 TARAOFF-7 0.100000001490116
0003054 VICIAME-7 7
0003054 MOEHLAT-7 0.100000001490116
0003054 ROSAACI-4 10
0003054 POPUTRE-2 25.5
0003054 SYMPALB-4 15
0003054 MAIARAC-7 0.100000001490116
0003054 LATHNEV-7 10
0003054 EURYCON-7 28
0003054 AMELALN-4 50
0003054 GALIBOR-7 5
0003054 THALOCC-7 12
0003054 PLATANT-7 0.100000001490116
0003054 BRACHYT-9 1
0003054 MAIASTE-7 0.400000005960464
0003054 PRUNPEN-2 25
0003054 CALACAN-6 1
0003055 CLADONI-11 0.300000011920929
0003055 LATHNEV-7 8
0003055 LINNBOR-12 0.100000001490116
0003055 DICRFUS-9 0.100000001490116
0003055 CLADINA-11 0.300000011920929
0003055 SEDULAN-7 0.100000001490116
0003055 EURYCON-7 4
0003055 ARCTUVA-12 7
0003055 CALARUB-6 9
0003055 ROSAACI-4 6
0003055 VACCSCO-12 1
0003055 BROMCIL-6 0.100000001490116
0003055 PINUCON2-1 60.4000015258789
0003055 JUNICOM-3 1
0003055 CLEMOCC-4 0
0003055 SHEPCAN-4 8
0003055 PELTIGE-11 0.600000023841858
0003055 GALIBOR-7 0.100000001490116
0003055 AMELALN-4 0.100000001490116
0003055 CHIMUMB-12 0.100000001490116
0003056 SANIUNC-9 0.100000001490116
0003056 VICIAME-7 2
0003056 CRUST-11 4
0003056 ARALNUD-7 7
0003056 PRUNPEN-2 7
0003056 BRACHYT-9 1
0003056 LATHNEV-7 2
0003056 SYMPALB-4 5
0003056 ROSAACI-4 4
0003056 PRUNVIR-2 1
0003056 PELTAPH-11 0.100000001490116
0003056 THALOCC-7 0.100000001490116
0003056 ELYMGLA-6 0.5
0003056 SYNTRUR-9 2
0003056 GALIBOR-7 8
0003056 VIBUEDU-4 2
0003056 POPUTRE-2 47
0003056 AMELALN-4 64
0003056 RIBELAC-4 1
0003056 SHEPCAN-4 0.200000002980232
0003056 CLADONI-11 0.100000001490116
0003056 MOSS-9 3
0003056 EURYCON-7 3
0003056 SYMPCII-7 2
0003056 PROSTRA-7 1
0003056 ELYMTRA2-6 0.5
0003057 ARTEFRI-7 20
0003057 ELYMGLA2-6 35
0003057 ROSAACI-4 3
0003057 ACHNOCC-6 6
0003057 SYMPALB-4 0.800000011920929
0003057 AMELALN-4 5
0003057 KOELMAC-6 6
0003057 ARABIS-7 0.100000001490116
0003057 VICIAME-7 1
0003058 ELYMTRA2-6 1
0003058 MAIASTE-7 0.5
0003058 VICIAME-7 0.100000001490116
0003058 SYNTRUR-9 1
0003058 ALLICER-7 1
0003058 KOELMAC-6 1
0003058 AMELALN-4 9
0003058 MOEHLAT-7 0.100000001490116
0003058 GALIBOR-7 2
0003058 POTENTI-0 0.100000001490116
0003058 VIOLADU-7 0.100000001490116
0003058 ROSAACI-4 13
0003058 SALIX-0 6
0003058 PHLEPRA-6 2
0003058 TARAOFF-7 0.100000001490116
0003058 PRUNVUL-7 0.100000001490116
0003058 ACHIMIL-7 0.200000002980232
0003058 RHINMIN-7 0.100000001490116
0003058 SYMPCII-7 0.600000023841858
0003058 CLADONI-11 0.200000002980232
0003058 SYMPALB-4 13
0003058 RACOMIT-9 0.100000001490116
0003058 POLYDOU-7 0.100000001490116
0003058 WOODORE-5 0.100000001490116
0003058 CASTMIN-7 4
0003058 CERAARV-7 0.100000001490116
0003058 ELYMGLA-6 2
0003059 VIOLCAN-7 15
0003059 SALIX-0 6
0003059 VIOLA-7 0.100000001490116
0003059 MAIASTE-7 1
0003059 ARALNUD-7 10
0003059 DESCCES-6 3
0003059 PRUNVUL-7 0.100000001490116
0003059 GALIBOR-7 1
0003059 AMELALN-4 13
0003059 ACERGLA-4 3
0003059 CERAARV-7 0.100000001490116
0003059 MNIUM-9 0.100000001490116
0003059 EURYCON-7 1
0003059 LATHNEV-7 0.400000005960464
0003059 ELYMGLA-6 8
0003059 POPUTRE-2 40
0003059 FESTOCC-6 0.100000001490116
0003059 ACHIMIL-7 0.200000002980232
0003059 ROSAACI-4 35
0003059 SYMPALB-4 4
0003059 RIBELAC-4 1
0003059 BRACHYT-9 5
0003059 ALLICER-7 3
0003059 FRAGVIR-7 1
0003059 SYNTRUR-9 0.100000001490116
0003059 TARAOFF-7 0.100000001490116
0003059 CORYCOR-4 3
0003059 BETUPAP-2 1
0003059 CASTMIN-7 1
0003059 CORNSTO-4 5
0003059 SYMPCII-7 5
0003059 BROMCIL-6 0.100000001490116
0003059 VICIAME-7 0.200000002980232
0003060 VIOLCAN-7 0.100000001490116
0003060 AMELALN-4 8
0003060 ARTEFRI-7 0.100000001490116
0003060 SYNTRUR-9 1
0003060 EURYCON-7 3
0003060 RIBELAC-4 2
0003060 ACHIMIL-7 1
0003060 PEDICUL-7 0.200000002980232
0003060 ACHNOCC-6 1
0003060 COLLPAR-7 0.100000001490116
0003060 GALIBOR-7 2
0003060 SYMPALB-4 65
0003060 CAREX-6 1
0003060 VICIAME-7 10
0003060 KOELMAC-6 0.100000001490116
0003060 ELYMTRA2-6 3
0003060 CAREMAL-6 1
0003060 CHENALB-7 0.100000001490116
0003060 ROSAACI-4 5
0003060 MOEHLAT-7 0.100000001490116
0003060 PRUNVIR-2 4
0003063 FESTSAX-6 0.400000005960464
0003063 VICIAME-7 0.100000001490116
0003063 WOODORE-5 3
0003063 ROSAACI-4 0.300000011920929
0003063 POTENTI-0 0.899999976158142
0003063 COLLPAR-7 0.100000001490116
0003063 ACHNOCC-6 0.300000011920929
0003063 RACOMIT-9 0.100000001490116
0003063 MOSS-9 5
0003063 SAXITRI-7 0.300000011920929
0003063 KOELMAC-6 0.600000023841858
0003063 BROMCIL-6 0.100000001490116
0003063 CAREPET-6 0.100000001490116
0003063 POTEPEN-7 1
0003063 ARTEFRI-7 1
0003063 ELYMTRA2-6 4
0003063 TARAOFF-7 0.100000001490116
0003063 SYNTRUR-9 5
0003063 ARTECAM-7 2
0003064 WOODORE-5 0.300000011920929
0003064 SYMPALB-4 7
0003064 ROSAACI-4 1
0003064 COLLPAR-7 0.100000001490116
0003064 GALIBOR-7 4
0003064 VICIAME-7 3
0003064 PRUNVIR-2 3
0003064 ACHIMIL-7 2
0003064 ARTEFRI-7 40
0003064 SYNTRUR-9 2
0003064 ELYMTRA2-6 2
0003064 AMELALN-4 4
0003064 POLYDOU-7 0.100000001490116
0003064 ACHNOCC-6 4
0003064 KOELMAC-6 1
0003065 GALIBOR-7 3
0003065 ACHIMIL-7 0.100000001490116
0003065 PROSTRA-7 0.5
0003065 ROSAACI-4 4
0003065 LATHNEV-7 4
0003065 BRACHYT-9 1
0003065 THALOCC-7 2
0003065 SYMPCII-7 0.800000011920929
0003065 ELYMTRA2-6 1
0003065 PRUNPEN-2 1
0003065 VICIAME-7 2
0003065 MOEHLAT-7 0.100000001490116
0003065 BROMCIL-6 1
0003065 APOCAND-7 8
0003065 EURYCON-7 25
0003065 MAIARAC-7 0.200000002980232
0003065 CAREX-6 0.5
0003065 SYMPALB-4 30
0003065 POPUTRE-2 55
0003065 AMELALN-4 70
0003066 ANEMMUL-7 0.100000001490116
0003066 ELYMGLA-6 0.100000001490116
0003066 CAREHAY-6 0.200000002980232
0003066 FRAGVIR-7 0.100000001490116
0003066 ABIEABI-9 20
0003066 SYMPALB-4 10
0003066 DICRFUS-9 2
0003066 ACHIMIL-7 1
0003066 WOODORE-5 0.100000001490116
0003066 VIOLADU-7 0.100000001490116
0003066 FESTSAX-6 0.100000001490116
0003066 CASTMIN-7 2
0003066 SYMPCII-7 6
0003066 HIERUMB-7 0.100000001490116
0003066 ALLICER-7 2
0003066 AMELALN-4 6
0003066 SYNTRUR-9 1
0003066 TARAOFF-7 0.100000001490116
0003066 MOEHLAT-7 1
0003066 KOELMAC-6 2
0003066 ANTERAC-7 11
0003066 CERAARV-7 0.200000002980232
0003066 ROSAACI-4 8
0003066 PRUNVIR-2 1
0003066 MAIASTE-7 1
0003066 PHLEPRA-6 3
0003066 POTEARG-7 0.100000001490116
0003066 PRUNVUL-7 7
0003066 CERAPUR-9 0.100000001490116
0003066 GALIBOR-7 1
0003066 ELYMTRA2-6 1
0003066 GENTAMA-7 0.100000001490116
0003066 POLYDOU-7 0.100000001490116
0003066 LATHNEV-7 2
0003066 CLADONI-11 0.100000001490116
0003066 POPUTRE-2 35
0003066 BROMCIL-6 1
0003066 NEPHRES-11 0.100000001490116
0003067 CAREX-6 0.100000001490116
0003067 VICIAME-7 1
0003067 BROMCIL-6 0.100000001490116
0003067 ALLICER-7 2
0003067 PENSSER-7 0.100000001490116
0003067 ELYMTRA2-6 0.100000001490116
0003067 GALIBOR-7 4
0003067 PRUNPEN-2 4
0003067 WOODORE-5 0.100000001490116
0003067 CORYCOR-4 3
0003067 CASTMIN-7 0.300000011920929
0003067 PRUNVIR-2 5
0003067 ABIEABI-9 5
0003067 KOELMAC-6 0.100000001490116
0003067 SYMPFOL-7 0.100000001490116
0003067 TARAOFF-7 0.100000001490116
0003067 ACERGLA-4 1
0003067 ROSAACI-4 12
0003067 SYNTRUR-9 0.100000001490116
0003067 AMELALN-4 6
0003067 MOEHLAT-7 0.100000001490116
0003067 VIOLADU-7 1
0003067 ACHIMIL-7 0.400000005960464
0003067 SYMPALB-4 45
0003067 SYMPCII-7 5
0003067 CLADONI-11 0.100000001490116
0003068 KOELMAC-6 0.100000001490116
0003068 PHLEPRA-6 2
0003068 LATHNEV-7 0.100000001490116
0003068 ELYMTRA2-6 3
0003068 CERAARV-7 0.100000001490116
0003068 ROSAACI-4 8
0003068 ACHIMIL-7 0.800000011920929
0003068 GALIBOR-7 0.800000011920929
0003068 ARABIS-7 0.100000001490116
0003068 MOEHLAT-7 0.100000001490116
0003068 ACHNOCC-6 0.100000001490116
0003068 SYMPALB-4 17
0003068 BROMUS-6 0.400000005960464
0003068 PRUNVIR-2 5
0003068 BROMCIL-6 0.100000001490116
0003068 CAREX-6 0.100000001490116
0003068 POPUTRE-2 0.200000002980232
0003068 EURYCON-7 0.100000001490116
0003068 TARAOFF-7 0.100000001490116
0003068 SYNTRUR-9 0.5
0003068 AMELALN-4 8
0003068 SYMPCII-7 0.200000002980232
0003068 PRUNPEN-2 2
0003068 ALLICER-7 0.100000001490116
0003068 VICIAME-7 0.100000001490116
0003069 GALIBOR-7 1
0003069 PRUNPEN-2 3
0003069 LATHNEV-7 5
0003069 BRACHYT-9 0.600000023841858
0003069 OSMOBER-7 0.100000001490116
0003069 POA-6 1
0003069 ELYMTRA2-6 2
0003069 MOEHLAT-7 0.100000001490116
0003069 ROSAACI-4 2
0003069 PROSHOO-7 0.5
0003069 EURYCON-7 4
0003069 POPUTRE-2 85
0003069 VIOLCAN-7 1
0003069 SYMPALB-4 70
0003069 MAIARAC-7 0.200000002980232
0003069 SYMPCII-7 1
0003070 ACHIMIL-7 0.200000002980232
0003070 SYNTRUR-9 1
0003070 ALLICER-7 1
0003070 RIBELAC-4 0.300000011920929
0003070 SYMPALB-4 60
0003070 CASTMIN-7 1
0003070 PHLEPRA-6 1
0003070 SYMPCII-7 13
0003070 VIOLADU-7 1
0003070 CAREX-6 0.400000005960464
0003070 VIOLCAN-7 3
0003070 SHEPCAN-4 2
0003070 BROMCIL-6 0.200000002980232
0003070 MOEHLAT-7 0.5
0003070 BRACHYT-9 20
0003070 PROSTRA-7 10
0003070 LATHNEV-7 14
0003070 MAIARAC-7 0.100000001490116
0003070 POPUTRE-2 55
0003070 THALOCC-7 2
0003070 ELYMTRA2-6 5
0003070 ROSAACI-4 1
0003070 JUNISCO-1 18
0003070 PRUNVIR-2 0.100000001490116
0003070 PARMSUL-11 4
0003070 ELYMGLA-6 2
0003070 GALIBOR-7 12
0003070 PRUNPEN-2 10
0003070 AMELALN-4 8
0003071 SELADEN-5 0.5
0003071 ROSAACI-4 0.100000001490116
0003071 SYNTRUR-9 0.100000001490116
0003071 ARCTUVA-12 0.699999988079071
0003071 SYMPFOL-7 0.100000001490116
0003071 AMELALN-4 2
0003071 FESTOCC-6 0.100000001490116
0003071 ANEMMUL-7 0.100000001490116
0003071 TARAOFF-7 0.100000001490116
0003071 ACHIMIL-7 0.100000001490116
0003071 VICIAME-7 0.100000001490116
0003071 SHEPCAN-4 0.5
0003071 FESTSAX-6 0.100000001490116
0003071 POPUTRE-2 0.5
0003071 RUBUIDA-4 0.100000001490116
0003071 FRAGVIR-7 0.100000001490116
0003071 ARTEFRI-7 3
0003071 POLEPUL-7 1
0003071 GALIBOR-7 0.100000001490116
0003071 CLADONI-11 0.100000001490116
0003071 CLADINA-11 0.100000001490116
0003071 BROMCIL-6 0.100000001490116
0003071 PINUS-1 1
0003071 PINUCON2-1 2
0003071 ALLICER-7 0.100000001490116
0003071 SAXITRI-7 3
0003071 ELYMTRA2-6 0.100000001490116
0003072 PENSPRO-7 0.100000001490116
0003072 ACHIMIL-7 2
0003072 POTEARG-7 0.100000001490116
0003072 THALOCC-7 0.200000002980232
0003072 SYMPFOL-7 0.100000001490116
0003072 SYMPALB-4 20
0003072 SYMPCII-7 0.100000001490116
0003072 GALIBOR-7 6
0003072 ANTEMIC-7 0.100000001490116
0003072 ELYMTRA2-6 0.100000001490116
0003072 EURYCON-7 6
0003072 VIOLADU-7 0.100000001490116
0003072 AMELALN-4 55
0003072 SYNTRUR-9 0.100000001490116
0003072 ANEMMUL-7 0.100000001490116
0003072 PHLEPRA-6 1
0003072 SEDULAN-7 0.100000001490116
0003072 WOODORE-5 0.100000001490116
0003072 BROMCIL-6 0.100000001490116
0003072 VICIAME-7 0.100000001490116
0003072 FRAGVIR-7 1
0003072 CAREMAL-6 0.100000001490116
0003072 ARCTUVA-12 12
0003072 CAREPET-6 0.100000001490116
0003072 ACHNOCC-6 0.100000001490116
0003072 ROSAACI-4 15
0003072 LEUCVUL-7 0.100000001490116
0003072 KOELMAC-6 0.100000001490116
0003073 POPUTRE-2 65
0003073 LEUCVUL-7 44
0003073 LATHOCH-7 2
0003073 CAREX-6 0.100000001490116
0003073 APOCAND-7 2
0003073 EURYCON-7 4
0003073 GALIBOR-7 6
0003073 AMELALN-4 70
0003073 TARAOFF-7 0.100000001490116
0003073 SHEPCAN-4 3
0003073 FRAGVIR-7 2
0003073 ROSAACI-4 4
0003073 SYMPFOL-7 0.100000001490116
0003073 VICIAME-7 1
0003073 SYMPCII-7 4
0003073 LATHNEV-7 0.100000001490116
0003073 ARCTUVA-12 60
0003073 BROMCIL-6 0.100000001490116
0003073 ACERGLA-4 2
0003073 ANTEMIC-7 0.100000001490116
0003073 ACHIMIL-7 1
0003073 PRUNPEN-2 3
0003074 BROMCIL-6 2
0003074 ELYMGLA-6 0.100000001490116
0003074 POPUTRE-2 36
0003074 OSMOBER-7 0.100000001490116
0003074 EURYCON-7 4
0003074 GERAERI-7 0.100000001490116
0003074 TARAOFF-7 0.699999988079071
0003074 JUNICOM-3 14
0003074 PINUCON2-1 10
0003074 ALLICER-7 0.100000001490116
0003074 GALIBOR-7 0.200000002980232
0003074 SYMPALB-4 2
0003074 KOELMAC-6 0.100000001490116
0003074 VIOLADU-7 3
0003074 BRACHYT-9 0.100000001490116
0003074 PHLEPRA-6 0.100000001490116
0003074 ARCTUVA-12 0.800000011920929
0003074 CAREX-6 0.100000001490116
0003074 ROSAACI-4 4
0003074 MAIASTE-7 1
0003074 PLANTAG-7 0.100000001490116
0003074 CASTMIN-7 0.100000001490116
0003074 ACHNOCC-6 4
0003074 FRAGVIR-7 2
0003074 AMELALN-4 30
0003074 COLLINS-7 0.100000001490116
0003074 THALOCC-7 2
0003074 ABIELAS-1 1
0003074 SYMPCII-7 3
0003074 ACHIMIL-7 2
0003074 SALIX-0 0.100000001490116
0003079 POLYJUN-9 0.5
0003079 PLEUSCH-9 2
0003079 CLADPLE-11 0.5
0003079 PELTMAL-11 0.5
0003079 DICRSCO-9 0.5
0003079 CLADECM-11 4
0003079 VACCMEM-4 0.5
0003079 POLYPIL-9 0.5
0003079 CHIMUMB-12 1
0003079 LINNBOR-12 1
0003079 RHYTTRI-9 0.5
0003079 CLADPYX-11 1
